-0.001620	-0.001620	47.962648
-0.001620	-0.001587	49.127317
-0.001620	-0.001555	45.422026
-0.001620	-0.001522	46.489428
-0.001620	-0.001489	49.030191
-0.001620	-0.001456	51.919598
-0.001620	-0.001424	56.102387
-0.001620	-0.001391	59.369379
-0.001620	-0.001358	55.163577
-0.001620	-0.001325	50.983726
-0.001620	-0.001293	44.946676
-0.001620	-0.001260	40.140889
-0.001620	-0.001227	32.566290
-0.001620	-0.001195	24.385500
-0.001620	-0.001162	28.351486
-0.001620	-0.001129	36.104811
-0.001620	-0.001096	45.335006
-0.001620	-0.001064	45.600833
-0.001620	-0.001031	40.584219
-0.001620	-0.000998	38.042256
-0.001620	-0.000965	34.953223
-0.001620	-0.000933	35.098819
-0.001620	-0.000900	38.347131
-0.001620	-0.000867	36.569195
-0.001620	-0.000835	33.468766
-0.001620	-0.000802	29.267636
-0.001620	-0.000769	29.071036
-0.001620	-0.000736	34.674338
-0.001620	-0.000704	40.145958
-0.001620	-0.000671	45.369769
-0.001620	-0.000638	51.793283
-0.001620	-0.000605	52.704146
-0.001620	-0.000573	50.868641
-0.001620	-0.000540	47.096723
-0.001620	-0.000507	48.002482
-0.001620	-0.000475	45.280935
-0.001620	-0.000442	38.369992
-0.001620	-0.000409	38.287141
-0.001620	-0.000376	36.949796
-0.001620	-0.000344	42.108320
-0.001620	-0.000311	51.512427
-0.001620	-0.000278	60.186072
-0.001620	-0.000245	69.250732
-0.001620	-0.000213	67.012522
-0.001620	-0.000180	57.364332
-0.001620	-0.000147	47.937791
-0.001620	-0.000115	44.228346
-0.001620	-0.000082	53.499944
-0.001620	-0.000049	50.891020
-0.001620	-0.000016	44.081051
-0.001620	0.000016	40.161911
-0.001620	0.000049	44.342767
-0.001620	0.000082	49.980565
-0.001620	0.000115	36.687750
-0.001620	0.000147	35.323337
-0.001620	0.000180	35.224940
-0.001620	0.000213	36.803409
-0.001620	0.000245	41.142829
-0.001620	0.000278	45.565984
-0.001620	0.000311	49.704196
-0.001620	0.000344	48.718721
-0.001620	0.000376	45.122565
-0.001620	0.000409	44.442671
-0.001620	0.000442	48.887954
-0.001620	0.000475	60.367454
-0.001620	0.000507	56.860444
-0.001620	0.000540	52.471404
-0.001620	0.000573	47.600234
-0.001620	0.000605	45.424895
-0.001620	0.000638	42.624521
-0.001620	0.000671	40.200793
-0.001620	0.000704	39.827861
-0.001620	0.000736	30.240618
-0.001620	0.000769	22.300917
-0.001620	0.000802	23.540655
-0.001620	0.000835	25.455377
-0.001620	0.000867	27.756676
-0.001620	0.000900	29.764507
-0.001620	0.000933	33.876429
-0.001620	0.000965	38.530613
-0.001620	0.000998	39.216722
-0.001620	0.001031	40.582359
-0.001620	0.001064	34.732088
-0.001620	0.001096	29.252912
-0.001620	0.001129	27.983714
-0.001620	0.001162	31.413967
-0.001620	0.001195	45.696892
-0.001620	0.001227	54.133545
-0.001620	0.001260	55.403976
-0.001620	0.001293	54.520652
-0.001620	0.001325	49.749713
-0.001620	0.001358	45.259787
-0.001620	0.001391	40.983619
-0.001620	0.001424	38.702137
-0.001620	0.001456	37.478596
-0.001620	0.001489	39.237325
-0.001620	0.001522	46.760966
-0.001620	0.001555	49.208189
-0.001620	0.001587	40.572727
-0.001620	0.001620	32.724592
-0.001587	-0.001620	29.034386
-0.001587	-0.001587	40.556719
-0.001587	-0.001555	54.351126
-0.001587	-0.001522	55.393173
-0.001587	-0.001489	51.438346
-0.001587	-0.001456	38.948119
-0.001587	-0.001424	44.962278
-0.001587	-0.001391	44.570462
-0.001587	-0.001358	36.782337
-0.001587	-0.001325	31.249438
-0.001587	-0.001293	36.019634
-0.001587	-0.001260	40.956766
-0.001587	-0.001227	37.979481
-0.001587	-0.001195	33.227146
-0.001587	-0.001162	32.864564
-0.001587	-0.001129	33.565632
-0.001587	-0.001096	35.746155
-0.001587	-0.001064	38.797056
-0.001587	-0.001031	43.162410
-0.001587	-0.000998	44.682009
-0.001587	-0.000965	41.116682
-0.001587	-0.000933	40.040455
-0.001587	-0.000900	37.445408
-0.001587	-0.000867	37.638218
-0.001587	-0.000835	35.951372
-0.001587	-0.000802	40.181938
-0.001587	-0.000769	43.011673
-0.001587	-0.000736	44.607773
-0.001587	-0.000704	46.328120
-0.001587	-0.000671	48.152693
-0.001587	-0.000638	50.293077
-0.001587	-0.000605	46.280349
-0.001587	-0.000573	41.211014
-0.001587	-0.000540	33.337911
-0.001587	-0.000507	26.871500
-0.001587	-0.000475	29.132621
-0.001587	-0.000442	39.193257
-0.001587	-0.000409	42.021725
-0.001587	-0.000376	32.568426
-0.001587	-0.000344	26.826087
-0.001587	-0.000311	28.366078
-0.001587	-0.000278	29.187235
-0.001587	-0.000245	30.402683
-0.001587	-0.000213	36.184085
-0.001587	-0.000180	36.926489
-0.001587	-0.000147	38.000730
-0.001587	-0.000115	44.710590
-0.001587	-0.000082	49.431714
-0.001587	-0.000049	48.050647
-0.001587	-0.000016	41.308160
-0.001587	0.000016	36.050019
-0.001587	0.000049	36.532517
-0.001587	0.000082	39.018106
-0.001587	0.000115	31.666069
-0.001587	0.000147	32.997125
-0.001587	0.000180	37.896895
-0.001587	0.000213	43.413990
-0.001587	0.000245	42.692930
-0.001587	0.000278	42.021966
-0.001587	0.000311	39.890241
-0.001587	0.000344	36.101965
-0.001587	0.000376	39.630933
-0.001587	0.000409	41.580404
-0.001587	0.000442	40.209756
-0.001587	0.000475	39.680102
-0.001587	0.000507	33.711424
-0.001587	0.000540	28.269366
-0.001587	0.000573	28.381915
-0.001587	0.000605	30.939235
-0.001587	0.000638	32.552613
-0.001587	0.000671	34.713903
-0.001587	0.000704	36.199550
-0.001587	0.000736	36.030435
-0.001587	0.000769	36.005478
-0.001587	0.000802	34.381648
-0.001587	0.000835	33.303147
-0.001587	0.000867	32.595563
-0.001587	0.000900	30.990186
-0.001587	0.000933	30.313577
-0.001587	0.000965	34.735690
-0.001587	0.000998	35.026014
-0.001587	0.001031	35.932743
-0.001587	0.001064	36.011738
-0.001587	0.001096	35.334255
-0.001587	0.001129	36.896207
-0.001587	0.001162	41.280473
-0.001587	0.001195	46.765139
-0.001587	0.001227	51.782123
-0.001587	0.001260	50.257634
-0.001587	0.001293	44.804866
-0.001587	0.001325	47.289553
-0.001587	0.001358	51.720133
-0.001587	0.001391	56.342342
-0.001587	0.001424	55.707278
-0.001587	0.001456	51.745400
-0.001587	0.001489	42.800759
-0.001587	0.001522	34.895612
-0.001587	0.001555	39.847287
-0.001587	0.001587	46.155610
-0.001587	0.001620	39.627190
-0.001555	-0.001620	44.706988
-0.001555	-0.001587	48.630680
-0.001555	-0.001555	57.355002
-0.001555	-0.001522	53.691429
-0.001555	-0.001489	33.857393
-0.001555	-0.001456	24.728663
-0.001555	-0.001424	31.275546
-0.001555	-0.001391	34.880487
-0.001555	-0.001358	31.165602
-0.001555	-0.001325	32.971468
-0.001555	-0.001293	32.834361
-0.001555	-0.001260	37.709608
-0.001555	-0.001227	38.495852
-0.001555	-0.001195	39.975589
-0.001555	-0.001162	45.028587
-0.001555	-0.001129	42.950536
-0.001555	-0.001096	42.354526
-0.001555	-0.001064	42.633460
-0.001555	-0.001031	35.048838
-0.001555	-0.000998	42.694692
-0.001555	-0.000965	41.204401
-0.001555	-0.000933	29.621707
-0.001555	-0.000900	22.180592
-0.001555	-0.000867	23.073892
-0.001555	-0.000835	27.916353
-0.001555	-0.000802	36.486202
-0.001555	-0.000769	45.473570
-0.001555	-0.000736	47.646870
-0.001555	-0.000704	49.109803
-0.001555	-0.000671	50.351583
-0.001555	-0.000638	56.692629
-0.001555	-0.000605	56.769865
-0.001555	-0.000573	56.305531
-0.001555	-0.000540	53.071169
-0.001555	-0.000507	48.569181
-0.001555	-0.000475	47.381626
-0.001555	-0.000442	41.289938
-0.001555	-0.000409	36.745347
-0.001555	-0.000376	37.046474
-0.001555	-0.000344	37.424596
-0.001555	-0.000311	32.966250
-0.001555	-0.000278	27.800700
-0.001555	-0.000245	23.032714
-0.001555	-0.000213	16.342120
-0.001555	-0.000180	9.334114
-0.001555	-0.000147	20.342741
-0.001555	-0.000115	36.905510
-0.001555	-0.000082	55.027627
-0.001555	-0.000049	45.416076
-0.001555	-0.000016	38.119382
-0.001555	0.000016	35.366401
-0.001555	0.000049	32.240566
-0.001555	0.000082	30.454539
-0.001555	0.000115	44.582140
-0.001555	0.000147	49.750738
-0.001555	0.000180	44.261722
-0.001555	0.000213	42.681178
-0.001555	0.000245	41.234787
-0.001555	0.000278	39.804853
-0.001555	0.000311	37.874609
-0.001555	0.000344	35.222386
-0.001555	0.000376	41.116840
-0.001555	0.000409	43.402223
-0.001555	0.000442	27.061138
-0.001555	0.000475	19.374248
-0.001555	0.000507	20.369651
-0.001555	0.000540	29.459800
-0.001555	0.000573	42.349384
-0.001555	0.000605	54.161283
-0.001555	0.000638	55.305880
-0.001555	0.000671	46.394356
-0.001555	0.000704	42.605559
-0.001555	0.000736	41.314275
-0.001555	0.000769	39.557585
-0.001555	0.000802	36.432859
-0.001555	0.000835	33.701342
-0.001555	0.000867	31.219378
-0.001555	0.000900	28.591853
-0.001555	0.000933	29.732640
-0.001555	0.000965	29.930868
-0.001555	0.000998	32.188051
-0.001555	0.001031	49.742611
-0.001555	0.001064	48.479248
-0.001555	0.001096	45.872591
