-0.001620	-0.001620	85.309102
-0.001620	-0.001587	87.895366
-0.001620	-0.001555	87.256989
-0.001620	-0.001522	87.338583
-0.001620	-0.001489	83.201694
-0.001620	-0.001456	76.629075
-0.001620	-0.001424	74.472327
-0.001620	-0.001391	74.792473
-0.001620	-0.001358	69.822610
-0.001620	-0.001325	60.905488
-0.001620	-0.001293	51.740745
-0.001620	-0.001260	63.688508
-0.001620	-0.001227	72.790050
-0.001620	-0.001195	70.284522
-0.001620	-0.001162	70.858727
-0.001620	-0.001129	73.217979
-0.001620	-0.001096	69.546405
-0.001620	-0.001064	56.278124
-0.001620	-0.001031	44.752551
-0.001620	-0.000998	47.979276
-0.001620	-0.000965	52.558212
-0.001620	-0.000933	56.770836
-0.001620	-0.000900	59.698707
-0.001620	-0.000867	62.748824
-0.001620	-0.000835	66.138661
-0.001620	-0.000802	68.436076
-0.001620	-0.000769	72.192050
-0.001620	-0.000736	67.872672
-0.001620	-0.000704	65.517703
-0.001620	-0.000671	63.312430
-0.001620	-0.000638	57.082323
-0.001620	-0.000605	60.947738
-0.001620	-0.000573	67.543380
-0.001620	-0.000540	70.785532
-0.001620	-0.000507	70.353373
-0.001620	-0.000475	73.411842
-0.001620	-0.000442	78.792324
-0.001620	-0.000409	80.736205
-0.001620	-0.000376	81.708438
-0.001620	-0.000344	81.561436
-0.001620	-0.000311	77.610974
-0.001620	-0.000278	72.520210
-0.001620	-0.000245	64.888133
-0.001620	-0.000213	59.912438
-0.001620	-0.000180	56.087321
-0.001620	-0.000147	54.417520
-0.001620	-0.000115	57.727152
-0.001620	-0.000082	66.551570
-0.001620	-0.000049	61.409106
-0.001620	-0.000016	57.864015
-0.001620	0.000016	54.259609
-0.001620	0.000049	53.991586
-0.001620	0.000082	48.774493
-0.001620	0.000115	52.416735
-0.001620	0.000147	51.258698
-0.001620	0.000180	44.758808
-0.001620	0.000213	52.601249
-0.001620	0.000245	61.520448
-0.001620	0.000278	67.534650
-0.001620	0.000311	65.796124
-0.001620	0.000344	70.095138
-0.001620	0.000376	80.301956
-0.001620	0.000409	89.620772
-0.001620	0.000442	83.030609
-0.001620	0.000475	76.935143
-0.001620	0.000507	77.400953
-0.001620	0.000540	77.786623
-0.001620	0.000573	76.745165
-0.001620	0.000605	76.141920
-0.001620	0.000638	75.007381
-0.001620	0.000671	73.911783
-0.001620	0.000704	75.079301
-0.001620	0.000736	77.596432
-0.001620	0.000769	78.095026
-0.001620	0.000802	79.398379
-0.001620	0.000835	80.670865
-0.001620	0.000867	81.820600
-0.001620	0.000900	75.751784
-0.001620	0.000933	68.455872
-0.001620	0.000965	66.197991
-0.001620	0.000998	72.123274
-0.001620	0.001031	77.674263
-0.001620	0.001064	71.690928
-0.001620	0.001096	68.841575
-0.001620	0.001129	67.729388
-0.001620	0.001162	70.874746
-0.001620	0.001195	70.207954
-0.001620	0.001227	76.167914
-0.001620	0.001260	71.962775
-0.001620	0.001293	72.140718
-0.001620	0.001325	72.064869
-0.001620	0.001358	75.039516
-0.001620	0.001391	78.524427
-0.001620	0.001424	83.298338
-0.001620	0.001456	80.051348
-0.001620	0.001489	68.986922
-0.001620	0.001522	67.714505
-0.001620	0.001555	71.993755
-0.001620	0.001587	0.000000
-0.001620	0.001620	81.313330
-0.001587	-0.001620	75.685223
-0.001587	-0.001587	76.749724
-0.001587	-0.001555	74.165982
